id,word,definition,grade,phonetic_spelling,rating,source,version,user_id,created_at
c3ec2167-91cd-4f84-8871-a37f6ebf0b2a,Resourcefulness,The ability to find quick and clever ways to overcome difficulties.,5,/rɪˈsɔrsfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
c42346dc-f9c2-4cda-a000-570ff45ca657,Ceremony,A formal event held on a special occasion.,4,/ˈsɛrəˌmoʊni/,+,System,Default,,2025-01-25 13:58:03.096089+00
c440e60d-eed0-42ff-9637-b4a64b262614,Joylessness,The state of being without joy.,2,/ˈdʒɔɪlɪsnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
c4bcc31a-3cd7-4094-8c9f-383bb17012ed,Spiralling,Moving in a spiral course.,3,/ˈspaɪrəlɪŋ/,~,System,V01,,2025-01-25 13:58:03.096089+00
c4d6bd35-9e23-4065-ab06-f9c89f0f5e5a,Missing Out,The feeling of regret or sadness about not being able to participate in something.,2,/ˈmɪsɪŋ aʊt/,-,System,V01,,2025-01-25 13:58:03.096089+00
c67e6cd7-b43c-4640-bd2e-2f1dd3644b31,Sensationalism,"The use of exciting or shocking stories or language at the expense of accuracy, in order to provoke public interest or excitement.",2,/sɛnˈseɪʃənəlɪzəm/,-,System,V01,,2025-01-25 13:58:03.096089+00
c69f45cf-e76e-45f8-948b-95845d269709,Swaddling,"Wrapping (someone, especially a baby) in garments or cloth.",3,/ˈswɒdlɪŋ/,~,System,V01,,2025-01-25 13:58:03.096089+00
c6dae806-23ed-4369-87ee-ebf36e21b1cd,Gifted,Having exceptional talent or natural ability.,5,/ˈɡɪftɪd/,+,System,V01,,2025-01-25 13:58:03.096089+00
c702d3b0-9af6-4fb4-8f37-acbadce55e75,Advantage,A condition or circumstance that puts one in a favorable or superior position.,5,/ədˈvæntɪdʒ/,+,System,V01,,2025-01-25 13:58:03.096089+00
c773d63c-eeba-4764-b970-f40fee9ef339,Exuberance,The quality of being full of energy and excitement.,5,/ɪɡˈzjuːbərəns/,+,System,Default,,2025-01-25 13:58:03.096089+00
c77addcc-55eb-4e5c-985b-832123e64483,Gracefulness,The quality of being graceful; elegance.,5,/ˈɡreɪsfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
c7ea915d-c8db-490e-8cc6-f161e218e248,Achievement,A successful result gained through effort.,5,/əˈtʃiːvmənt/,+,System,Default,,2025-01-25 13:58:03.096089+00
c837bbf2-f912-4af3-9ab3-713b2324b160,Blemished,Having a mark or flaw that spoils the appearance of something.,2,/ˈblɛmɪʃt/,-,System,V01,,2025-01-25 13:58:03.096089+00
c89d94c6-3e06-405b-958b-4b3baa3c6d70,Ecstatic,Feeling or expressing overwhelming happiness or joyful excitement.,5,/ɪkˈstætɪk/,+,System,V01,,2025-01-25 13:58:03.096089+00
c9522350-616d-4364-b628-b1f92814566c,Enigmatic,Difficult to interpret or understand; mysterious.,3,/ˌɛnɪɡˈmætɪk/,~,System,V01,,2025-01-25 13:58:03.096089+00
c98f02e5-cc6a-437d-966c-90c39fff3b40,Harshness,The quality of being unpleasantly rough or jarring to the senses.,2,/ˈhɑːrʃnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
cacf6335-8d78-48df-aad9-93f72340884a,Brother,A male sibling.,3,/ˈbrʌðər/,~,System,Default,,2025-01-25 13:58:03.096089+00
cb3dc111-5b39-4617-b22e-6bdc7bc8482e,Delightfulness,The quality of being delightful.,5,/dɪˈlaɪtfəlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
cb6e36be-a7a5-421c-8ef0-2c83b5f4677b,Jackpot,A large cash prize in a game or lottery.,5,/ˈdʒækˌpɒt/,+,System,V01,,2025-01-25 13:58:03.096089+00
cb92fc38-870b-48fb-a5bf-8d20eec5180a,Vigor,Physical strength and good health.,5,/ˈvɪɡər/,+,System,V01,,2025-01-25 13:58:03.096089+00
cba68460-7818-4521-8df7-c34b267c2599,Trusting,Showing or tending to have a belief in a person's honesty or sincerity; not suspicious.,5,/ˈtrʌstɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
cbde2697-35bf-4f3a-889b-6a8e9bdf1b38,Spontaneity,The quality of being spontaneous.,4,/ˌspɒntəˈneɪɪti/,+,System,Default,,2025-01-25 13:58:03.096089+00
cc4ab648-90fd-47ce-ac88-5ff516e94848,Scornfulness,The quality of showing scorn or contempt.,2,/ˈskɔːrnfʊlnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
cc60df04-95dd-4f47-828c-68aa69907d66,Social,Relating to society or its organization.,4,/ˈsoʊʃəl/,+,System,V01,,2025-01-25 13:58:03.096089+00
cce7e980-034e-4015-a76d-8336d655d4d9,Intensity,The quality of being intense.,3,/ɪnˈtɛnsɪti/,~,System,V01,,2025-01-25 13:58:03.096089+00
ccee1573-2c77-4540-b021-65d078c378eb,Pretentions,Attempting to impress by affecting greater importance.,2,/prɪˈtɛnʃənz/,-,System,Default,,2025-01-25 13:58:03.096089+00
cd24eead-8b22-41fb-9283-1909c496350d,Sunny,Bright with sunlight.,5,/ˈsʌni/,+,System,V01,,2025-01-25 13:58:03.096089+00
cd64a7f1-7236-4abb-af1b-0bf6810caa21,Spire,"A tapering conical or pyramidal structure on the top of a building, typically a church tower.",3,/spaɪər/,~,System,V01,,2025-01-25 13:58:03.096089+00
ce072ba7-e72a-460e-842e-ccbfed67bf1b,Controversial,Giving rise or likely to give rise to public disagreement.,2,/ˌkɒntrəˈvɜrʃəl/,-,System,V01,,2025-01-25 13:58:03.096089+00
ce3cd421-24fd-459f-9a0a-af78937439f9,Suggestion,An idea or plan put forward for consideration.,4,/səˈdʒɛstʃən/,+,System,V01,,2025-01-25 13:58:03.096089+00
cf479110-03e1-46f1-9c5c-b808b710fc7f,Non-controlling,Not exercising control over others.,4,/nɒn kənˈtroʊlɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
cfd0a580-4886-48bc-a1e9-670414d24677,Acceptance,The action of consenting to receive or undertake something offered.,5,/əkˈsɛptəns/,+,System,V01,,2025-01-25 13:58:03.096089+00
d03a8a47-45cb-444f-bd3f-cc66ea736f35,Laughter,The action or sound of laughing.,5,/ˈlæftər/,+,System,V01,,2025-01-25 13:58:03.096089+00
d0a018e6-a98c-445a-86bb-b68914a94d38,Process,A series of actions or steps taken in order to achieve a particular end.,3,/ˈprɑːsɛs/,~,System,V01,,2025-01-25 13:58:03.096089+00
d0ba3c51-cb8f-48ee-9de5-2569477dc478,In the zone,In a state of focused attention or energy so that one's performance is enhanced.,5,/ɪn ðə zoʊn/,+,System,V01,,2025-01-25 13:58:03.096089+00
d153ce84-89e9-4088-81a0-f26c65dd8fdf,Serenity,"The state of being calm, peaceful, and untroubled.",5,/səˈrɛnɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
d29e3b8c-d106-4d70-be0a-d233e0edaac8,Compulsiveness,The quality of being driven by an irresistible urge.,2,/kəmˈpʌlsɪvnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
d2a7e7a8-8a32-4ccf-b657-0e18decae864,Screening,"The testing or examining of a large number of people or things for disease, defects, etc.",3,/ˈskriːnɪŋ/,~,System,V01,,2025-01-25 13:58:03.096089+00
d2d0f5c5-791a-4066-bae1-3073e19a060c,Doom,"Death, destruction, or some other terrible fate.",1,/duːm/,-,System,V01,,2025-01-25 13:58:03.096089+00
d34a73ba-af68-4eb3-84a6-f947afd041eb,Father,A male parent.,3,/ˈfɑːðər/,~,System,Default,,2025-01-25 13:58:03.096089+00
d406d735-ed8d-45c9-87e4-e3604093eccd,Centred,Placed or situated in the center.,4,/ˈsɛntərd/,+,System,V01,,2025-01-25 13:58:03.096089+00
d4e862bf-c8d3-46f5-bfcb-2505bf46079d,Command,The ability to use or control something.,4,/kəˈmænd/,+,System,Default,,2025-01-25 13:58:03.096089+00
d506b015-dfb0-46c0-b0c1-29f2873bc2ec,Unburdened,Free from or relieved of a burden.,4,/ˌʌnˈbɜrdənd/,+,System,V01,,2025-01-25 13:58:03.096089+00
d57330c8-f638-4eb1-b7d1-f258ab3ea1ef,Responsibility,The state or fact of having a duty to deal with something or of having control over someone.,5,/rɪˌspɒnsəˈbɪlɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
d57bd309-5b52-4bb9-a768-6a5f644de72c,Sensual,Relating to or involving gratification of the senses.,4,/ˈsɛnʃuəl/,+,System,Default,,2025-01-25 13:58:03.096089+00
d5cc24db-c224-4af3-8e75-841483eba432,Helpfulness,The quality of providing useful assistance.,5,/ˈhɛlpfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
d64baf0b-1cdb-470e-a573-7d96318b1c34,Pessimism,A tendency to see the worst aspect of things or believe that the worst will happen.,2,/ˈpɛsɪˌmɪzəm/,-,System,V01,,2025-01-25 13:58:03.096089+00
d77bc7a7-952b-488d-b07f-b3a9152b54be,Majesty,Impressive beauty or scale.,4,/ˈmædʒəsti/,+,System,Default,,2025-01-25 13:58:03.096089+00
d8b61898-35f5-4264-9803-2d2316ae5779,Awkwardness,The quality of being clumsy or uncomfortable.,2,/ˈɔkwərdnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
d96415e5-70a4-4313-9024-be85d1ed66a2,Tenderness,Gentleness and kindness.,5,/ˈtɛndərnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
d975a46b-c65f-4bd7-b97b-4493a79c2d91,Reflection,Serious thought or consideration.,3,/rɪˈflɛkʃən/,~,System,Default,,2025-01-25 13:58:03.096089+00
d9dc060a-8d06-404e-bb85-d933097b9a6c,Claustrophobia,Extreme or irrational fear of confined places.,1,/ˌklɔːstrəˈfoʊbiə/,-,System,V01,,2025-01-25 13:58:03.096089+00
da963e38-19e4-4a15-8f45-415e7cc7da98,Idealism,The practice of forming or pursuing ideals.,4,/aɪˈdiːəlɪzəm/,+,System,Default,,2025-01-25 13:58:03.096089+00
db2233a3-3105-4ece-a91b-7412210ed9db,Harm,"Physical injury, especially that which is deliberately inflicted.",1,/hɑːrm/,-,System,V01,,2025-01-25 13:58:03.096089+00
dba12240-2952-4d16-b6f3-c22a7308cd2c,Aggression,Hostile or violent behavior or attitudes.,2,/əˈɡrɛʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
dbb6d403-a20a-428b-8353-da218b556c58,Solid,Firm and stable in shape; not liquid or fluid.,4,/ˈsɒlɪd/,+,System,V01,,2025-01-25 13:58:03.096089+00
dd66cd8b-cce6-4964-b1d2-fde418686bf5,Disdain,The feeling that someone or something is unworthy of one's consideration or respect.,1,/dɪsˈdeɪn/,-,System,V01,,2025-01-25 13:58:03.096089+00
dd74827e-257d-4853-9d5d-f3a641761624,Anxiousness,The state of being anxious or worried.,2,/ˈæŋkʃəsnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
ddc6a759-0f80-418b-abfa-4eeff11e6a4e,Perplexed,Completely baffled; very puzzled.,2,/pərˈplɛkst/,-,System,V01,,2025-01-25 13:58:03.096089+00
de84f87c-208c-4a89-a0a6-9413d4e34b1d,Adaptability,The quality of being able to adjust to new conditions.,4,/əˌdæptəˈbɪlɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
df265828-0fc1-423f-bd0d-4c87b6358656,Left behind,The state of being abandoned or forgotten.,2,/lɛft bɪˈhaɪnd/,-,System,V01,,2025-01-25 13:58:03.096089+00
e011dbde-308d-44db-89dd-844039b1f9b3,Cooperativeness,The quality of being willing to work together.,5,/koʊˈɒpərətɪvnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
e0404cdd-c62d-40d2-99d5-17b5a60c7bb0,Tickled,Lightly touch or prod (a person or a part of the body) in a way that causes itching and often laughter.,4,/ˈtɪkəld/,+,System,V01,,2025-01-25 13:58:03.096089+00
e089271d-4d3a-4ae2-9204-bea0a356eb71,Liberation,"The act of setting someone free from imprisonment, slavery, or oppression.",5,/ˌlɪbəˈreɪʃən/,+,System,V01,,2025-01-25 13:58:03.096089+00
e09ec5c4-e251-47ba-9503-0a73d05742fb,Ego,A person's sense of self-esteem or self-importance.,3,/ˈiːɡoʊ/,~,System,V01,,2025-01-25 13:58:03.096089+00
e222c427-58c4-4268-9779-e0a48612653d,Dynamics,"The forces or properties that stimulate growth, development, or change within a system or process.",3,/daɪˈnæmɪks/,~,System,V01,,2025-01-25 13:58:03.096089+00
e2293b8e-a076-45db-9f9b-c02c304f42ba,Playfulness,The quality of being light-hearted or full of fun.,5,/ˈpleɪfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
e278b91e-b608-48fa-8893-d1487896ccd5,Atrociousness,The quality of being shockingly bad or wicked.,1,/əˈtroʊʃəsnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
e2998150-63d4-4a28-b071-9c0d7520f6c7,Transformation,A thorough or dramatic change in form or appearance.,5,/ˌtrænsfərˈmeɪʃən/,+,System,Default,,2025-01-25 13:58:03.096089+00
e2f3f667-a474-46af-ae37-af300236bb2b,Craving,A powerful desire for something.,3,/ˈkreɪvɪŋ/,~,System,V01,,2025-01-25 13:58:03.096089+00
e2fc1112-9544-45fb-b2ba-cf5ffad9c381,Disorientation,The condition of having lost one's sense of direction.,2,/dɪsˌɔːriənˈteɪʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
e39dc986-b52e-4722-b798-20b9cbdbf911,Core cantering,Focusing on the central or most important part.,4,/kɔr ˈkæntərɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
e3eac42b-641c-4e7a-9540-c7828b9534a8,Jubilance,The state of feeling or expressing great happiness and triumph.,5,/ˈdʒuːbɪləns/,+,System,V01,,2025-01-25 13:58:03.096089+00
e547f06b-c3dc-4232-ab6f-9557270108dc,Supportiveness,The quality of being supportive.,5,/səˈpɔrtɪvnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
e5baced9-8a00-4502-ba4d-795afbf5a270,Incapability,The quality of being incapable.,2,/ˌɪnkəˈpeɪbɪlɪti/,-,System,V01,,2025-01-25 13:58:03.096089+00
e5ea4455-a356-4fc1-bf09-f86a8eaa7473,Absurdity,The quality or state of being ridiculous or wildly unreasonable.,2,/əbˈsɜːrdɪti/,-,System,V01,,2025-01-25 13:58:03.096089+00
e676d077-bfff-47d6-a480-16af59e9c6e5,Mindfulness,The quality or state of being conscious or aware of something.,5,/ˈmaɪndfʊlnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
e68768d4-664f-4684-bea7-ba5976509100,Being,Existence.,4,/ˈbiːɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
e6e3b103-4f59-4d37-a56d-c7ecca5de414,Egotism,The practice of talking and thinking about oneself excessively because of an undue sense of self-importance.,2,/ˈiːɡəˌtɪzəm/,-,System,V01,,2025-01-25 13:58:03.096089+00
e75525c6-e8d3-452a-8cf6-3f7f04efa19d,Authenticity,The quality of being authentic or genuine.,5,/ˌɔːθɛnˈtɪsɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
e7710298-c27a-4352-9a30-b408f23dff7a,Imprisonment,The state of being imprisoned; captivity.,1,/ɪmˈprɪzənmənt/,-,System,V01,,2025-01-25 13:58:03.096089+00
e7ab6516-a5ec-4214-94e6-05e9dadb3ee8,Bliss,Perfect happiness or joy.,5,/blɪs/,+,System,Default,,2025-01-25 13:58:03.096089+00
e90b9b96-edcb-49af-9601-f564a00bc41e,Insightful,Having or showing an accurate and deep understanding.,5,/ɪnˈsaɪtfəl/,+,System,Default,,2025-01-25 13:58:03.096089+00
ea255d8d-85e9-4fe3-8009-a125931c596f,Bargaining,The negotiation of the terms and conditions of a transaction.,3,/ˈbɑrɡənɪŋ/,~,System,V01,,2025-01-25 13:58:03.096089+00
ea86402b-69cb-4497-a838-595edc49bdfe,Sturdiness,The quality of being strong and solid.,4,/ˈstɜːdinəs/,+,System,Default,,2025-01-25 13:58:03.096089+00
ebaa8bcb-59ce-4e4e-b241-edcd3ea4c0da,Salvage,The act of saving something from danger or destruction.,4,/ˈsælvɪdʒ/,+,System,Default,,2025-01-25 13:58:03.096089+00
ec268402-3678-4c8f-a0d3-dc72ecc63e2e,Salaciousness,The quality of being obscene or indecent.,1,/səˈleɪʃəsnəs/,-,System,Default,,2025-01-25 13:58:03.096089+00
ec755730-7fd1-411c-88f4-5eb785c90506,Frivolity,Lack of seriousness; lightheartedness.,3,/frɪˈvɒlɪti/,~,System,V01,,2025-01-25 13:58:03.096089+00
ec91bcb1-dda4-472c-ba72-7b645f003b9f,Contingency,A future event or circumstance that is possible but cannot be predicted with certainty.,3,/kənˈtɪndʒənsi/,~,System,Default,,2025-01-25 13:58:03.096089+00
ecb84205-af8d-4034-9191-77b1f7a49ed9,Open-mindedness,The quality of being willing to consider new ideas; unprejudiced.,5,/ˌoʊpənˈmaɪndɪdnəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
ed962c1b-3810-4226-85b6-f1a9a0104f17,Beaming,Smiling broadly; radiating happiness.,5,/ˈbimɪŋ/,+,System,V01,,2025-01-25 13:58:03.096089+00
f1e18621-6d87-4286-8739-82b6a8c93844,Heartache,"Emotional anguish or grief, typically caused by the loss or absence of someone loved.",2,/ˈhɑːrteɪk/,-,System,V01,,2025-01-25 13:58:03.096089+00
f1edccce-c2b8-4cae-9b1f-1bc2cbc9dd84,Sadism,"The tendency to derive pleasure, especially sexual gratification, from inflicting pain, suffering, or humiliation on others.",1,/ˈseɪdɪzəm/,-,System,V01,,2025-01-25 13:58:03.096089+00
f200fcde-a465-4e3d-a6cc-e206562eda0c,Manipulation,The action of controlling or influencing someone or something in a skillful but often unfair or deceitful way.,2,/məˌnɪpjʊˈleɪʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
f266840d-f90f-41c4-9dd9-a0564edcbe26,Finery,Expensive or ostentatious clothes or decoration.,3,/ˈfaɪnəri/,~,System,V01,,2025-01-25 13:58:03.096089+00
f2ed2f45-6b7b-49dc-a25d-5c527e904760,Controlling,Exercising control over something or someone.,2,/kənˈtroʊlɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
f49b1384-1161-4b36-8e93-6677e822235c,Flight,The act of flying or moving through the air.,3,/flaɪt/,~,System,Default,,2025-01-25 13:58:03.096089+00
f547b25f-8440-4ce2-a720-9b9f9e5eb32f,Steady,"Firmly fixed, supported, or balanced; not shaking or moving.",4,/ˈstɛdi/,+,System,V01,,2025-01-25 13:58:03.096089+00
f5e4e7fd-3d21-4d2c-82b4-4ecfec9820e6,Surrender,Cease resistance to an enemy or opponent and submit to their authority.,3,/səˈrɛndər/,~,System,V01,,2025-01-25 13:58:03.096089+00
f5eb9b36-a8fc-4af9-83a8-640121619330,Grateful,Feeling or showing an appreciation of kindness; thankful.,5,/ˈɡreɪtfʊl/,+,System,V01,,2025-01-25 13:58:03.096089+00
f67cee49-ec3a-4c18-bf90-6c770255fb54,Offensiveness,"The quality of causing someone to feel deeply hurt, upset, or angry.",2,/əˈfɛnsɪvnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
f6b8a3ea-33ee-4b87-b0bf-8e9376044f5a,Scandal,An action or event regarded as morally or legally wrong and causing general public outrage.,2,/ˈskændəl/,-,System,V01,,2025-01-25 13:58:03.096089+00
f6c461fe-ab94-4471-8a83-52fc69aef623,Aim,A purpose or intention.,4,/eɪm/,+,System,Default,,2025-01-25 13:58:03.096089+00
f6c54f29-7b09-42cc-915e-e60250b3d3aa,Insight,The capacity to gain an accurate and deep understanding.,5,/ˈɪnˌsaɪt/,+,System,Default,,2025-01-25 13:58:03.096089+00
f7d93a6b-a19b-4091-a594-cacece1423dc,Son,A male child in relation to his parents.,3,/sʌn/,~,System,Default,,2025-01-25 13:58:03.096089+00
f9de5f83-45c8-45a5-9183-3ae4ab8c6f35,Tremendous,"Very great in amount, scale, or intensity.",5,/trɪˈmɛndəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
fa735483-b7b7-4dc8-ba4c-0ed5fadc0eb5,Atonement,The action of making amends for a wrong.,4,/əˈtoʊnmənt/,+,System,Default,,2025-01-25 13:58:03.096089+00
faaeebde-b3e8-4055-8d69-197f714b0963,Self-reliance,Reliance on one's own powers and resources rather than those of others.,5,/sɛlf rɪˈlaɪəns/,+,System,V01,,2025-01-25 13:58:03.096089+00
fb0f1f3b-d276-453e-87dc-15fb518e6928,Threatening,Having a hostile or deliberately frightening quality or manner.,2,/ˈθrɛtənɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
fb39cd0b-3865-4e63-af85-8d951686c4dc,Overbearing,Unpleasantly or arrogantly domineering.,2,/ˌoʊvərˈbɛrɪŋ/,-,System,Default,,2025-01-25 13:58:03.096089+00
fbde625c-a712-44b0-93a3-bf8dd38622f7,Crippling,Causing severe damage or harm.,1,/ˈkrɪplɪŋ/,-,System,Default,,2025-01-25 13:58:03.096089+00
fc34a2ca-72a9-49cd-996e-dd50c3d8d5c7,Effort,A vigorous or determined attempt.,3,/ˈɛfərt/,~,System,Default,,2025-01-25 13:58:03.096089+00
fcaaaf2f-b653-4628-947c-fdab2ed04260,Natural,Existing in or caused by nature; not made or caused by humankind.,5,/ˈnætʃərəl/,+,System,V01,,2025-01-25 13:58:03.096089+00
fcb99675-cc6a-4f1b-a3dd-c914412c9335,Excellence,The quality of being outstanding or extremely good.,5,/ˈɛksələns/,+,System,V01,,2025-01-25 13:58:03.096089+00
fd0edefb-c5b8-4eb8-91e3-21b91c00d2bd,Carefreeness,The state of being free from anxiety or responsibility.,5,/ˈkɛrˌfrinəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
fe767f43-2453-4362-add6-044095c90f62,Seething,Filled with or characterized by intense but unexpressed anger.,2,/ˈsiːðɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
ff437f61-58a8-4ef7-8173-6fd948045fa8,Empathy,The ability to understand and share the feelings of another.,5,/ˈɛmpəθi/,+,System,Default,,2025-01-25 13:58:03.096089+00
ffc3e611-2911-4dd8-987d-37502ebf69fd,Honourability,The quality of being honourable.,5,/ˌɒnərəˈbɪlɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
ffd6f4e9-7834-4e31-b26e-561b4c2ac237,Self-love,Regard for one's own well-being and happiness.,5,/sɛlf lʌv/,+,System,V01,,2025-01-25 13:58:03.096089+00